lesson_number,slug,title_en,title_id,chapter,topic_slug,topic_name,difficulty,is_published,xp_reward,estimated_minutes,summary_en,summary_id,concept_body_en,concept_body_id,indonesian_example_en,indonesian_example_id,example_variants,question_variants,explanation_variants,sources,prerequisite_slug,created_at
28,risk-return-101,Risk and Return,Risiko dan Pengembalian,Grow Your Money,risk_return,Risk & Return,intermediate,true,65,6,Higher potential returns usually come with higher risk; there is no safe way to earn big quickly.,Potensi imbal hasil yang lebih tinggi biasanya datang dengan risiko lebih besar; tidak ada cara aman untuk kaya cepat.,"Return is the money you gain or lose on an investment over time. Risk is the chance that the actual return will be worse than expected. In general, investments that offer higher potential returns also carry higher risk. This is sometimes called the risk-return trade-off.

There is no free lunch in finance. If someone promises high return with little or no risk, they are likely hiding something or running a scam. Safe tools like bank deposits protect your money but usually grow slowly. Riskier to","Imbal hasil adalah uang yang kamu dapat atau rugi dari investasi seiring waktu. Risiko adalah kemungkinan imbal hasil aktual lebih buruk dari perkiraan. Secara umum, investasi dengan potensi imbal hasil lebih tinggi juga membawa risiko lebih besar. Ini sering disebut trade-off risiko dan imbal hasil.

Tidak ada makan siang gratis di dunia keuangan. Jika ada yang menjanjikan imbal hasil tinggi dengan risiko kecil atau tanpa risiko, kemungkinan mereka menyembunyikan sesuatu atau menjalankan penipu","Rina has Rp 10,000,000 to set aside. A bank tabungan pays 2% per year with low risk; her balance is safe and easy to withdraw. A reksa dana saham has the potential for higher returns but its value can drop 10% or more in a bad month. If she needs the money in five months, the tabungan is better. If she can leave it for five years, the reksa dana saham may be worth considering because she has time to wait out short-term drops.",,15,58,3,GLB-004: The Psychology of Money — Morgan Housel (null) | GLB-007: A Random Walk Down Wall Street — Malkiel (null) | OJK-004: OJK Capital Markets Channel (https://ojk.go.id/id/kanal/pasar-modal) [PRIMARY],,2026-06-29T06:35:56.732989+00:00
29,diversification-101,Diversification: Don't Put All Eggs in One Basket,Diversifikasi: Jangan Taruh Semua Telur dalam Satu Keranjang,Grow Your Money,diversification,Diversification,intermediate,true,60,5,Spreading your money across different assets reduces the damage when one of them falls.,Menyebarkan uang ke berbagai aset mengurangi kerugian saat salah satunya turun.,"Diversification means spreading money across different investments, industries, or asset types so that one bad event does not wipe everything out. If all your money is in one stock and that company has a scandal, you could lose a lot. If your money is spread across many stocks, bonds, and cash, one problem has less impact.

Diversification does not guarantee profit or remove all risk. Markets can still fall broadly. But it reduces the risk that a single mistake or bad news event will destroy you","Diversifikasi artinya menyebarkan uang ke berbagai investasi, industri, atau jenis aset agar satu peristiwa buruk tidak menghabiskan semuanya. Jika semua uangmu di satu saham dan perusahaan itu terlibat skandal, kamu bisa rugi besar. Jika uangmu tersebar di banyak saham, obligasi, dan tunai, satu masalah punya dampak lebih kecil.

Diversifikasi tidak menjamin untung atau menghilangkan semua risiko. Pasar masih bisa turun secara luas. Tapi diversifikasi mengurangi risiko bahwa satu kesalahan atau","Warung A only sells mie ayam for Rp 15,000. When chicken prices spike, sales collapse because customers cannot afford the new price of Rp 20,000. Warung B sells mie ayam for Rp 15,000, es teh for Rp 5,000, and nasi goreng for Rp 18,000. If one item becomes expensive, customers can still buy the others. Warung B is more diversified because it is not dependent on one product.",,12,15,3,IDX-001: IDX Academy — Investor Education Portal (https://id.wikipedia.org/wiki/Investasi) [PRIMARY] | GLB-007: A Random Walk Down Wall Street — Malkiel (null) | OJK-004: OJK Capital Markets Channel (https://ojk.go.id/id/kanal/pasar-modal),,2026-07-03T05:39:36.074028+00:00
30,reksa-dana-basics,Reksa Dana Basics,Dasar-Dasar Reksa Dana,Grow Your Money,reksa_dana,Reksa Dana Basics,intermediate,true,65,6,A reksa dana pools money from many people and invests it through a licensed manager.,Reksa dana mengumpulkan uang dari banyak orang dan menginvestasikannya melalui manajer berizin.,"A reksa dana, or mutual fund, is a pool of money collected from many investors and managed by a licensed investment manager. When you buy units of a reksa dana, you own a small share of the whole pool. The fund invests in a mix of assets according to its rules.

The three main types are money market funds, which are the safest and most liquid; fixed income funds, which invest in bonds and offer moderate risk; and equity funds, which invest in stocks and carry higher risk with higher potential re","Reksa dana, atau mutual fund, adalah kumpulan uang dari banyak investor yang dikelola oleh manajer investasi berizin. Saat kamu membeli unit reksa dana, kamu memiliki bagian kecil dari keseluruhan dana. Dana itu diinvestasikan dalam campuran aset sesuai aturan yang berlaku.

Tiga jenis utama adalah reksa dana pasar uang, yang paling aman dan paling likuid; reksa dana pendapatan tetap, yang berinvestasi di obligasi dan menawarkan risiko sedang; serta reksa dana saham, yang berinvestasi di saham d","Ani wants to start investing but does not know how to pick individual stocks. She opens an account with an OJK-registered investment manager and buys Rp 500,000 of an equity reksa dana. Her money is pooled with thousands of other investors and spread across many companies. She owns a tiny slice of each company in the fund, giving her instant diversification without choosing stocks herself.",,2,4,2,GLB-007: A Random Walk Down Wall Street — Malkiel (null) | OJK-004: OJK Capital Markets Channel (https://ojk.go.id/id/kanal/pasar-modal) [PRIMARY],,2026-07-16T13:12:52.990866+00:00
31,what-is-a-stock,What Is a Stock?,Apa Itu Saham?,Investing in Indonesia,stocks,Stocks,intermediate,true,60,5,A stock is a small piece of ownership in a company.,Saham itu bagian kecil dari kepemilikan sebuah perusahaan.,"A stock, or saham, is a share of ownership in a company. When you buy a stock, you become one of the owners of that company, even if your share is tiny. As an owner, you may benefit if the company grows and becomes more valuable, but you may also lose money if the company performs poorly.

Stock prices change because buyers and sellers disagree on what a company is worth. If more people want to buy than sell, the price tends to rise. If more people want to sell than buy, the price tends to fall.","Saham, atau stock, adalah bagian kepemilikan dalam sebuah perusahaan. Saat kamu membeli saham, kamu jadi salah satu pemilik perusahaan itu, meski bagiannya kecil. Sebagai pemilik, kamu bisa untung kalau perusahaan berkembang dan makin berharga, tapi juga bisa rugi kalau performanya jelek.

Harga saham berubah karena pembeli dan penjual punya pendapat berbeda soal nilai perusahaan. Kalau yang mau beli lebih banyak dari yang mau jual, harga cenderung naik. Kalau yang mau jual lebih banyak, harga c","Bayu buys one lot of BBCA, which is Bank Central Asia stock listed on IDX, at Rp 8,550 per share. One lot equals 100 shares, so he spends Rp 855,000 plus fees. He now owns a very small piece of Bank Central Asia. If the bank earns more profit and investors believe in its future, more people may want to buy the stock and the price may rise. If the bank has problems, the price may fall.",,2,4,2,GLB-007: A Random Walk Down Wall Street — Malkiel (null) | IDX-001: IDX Academy — Investor Education Portal (https://id.wikipedia.org/wiki/Investasi) | OJK-004: OJK Capital Markets Channel (https://ojk.go.id/id/kanal/pasar-modal) [PRIMARY],,2026-07-16T13:12:52.990866+00:00
32,idx-basics-101,IDX Rules and Lot Sizes,Aturan IDX dan Ukuran Lot,Investing in Indonesia,idx_basics,IDX Basics,intermediate,true,65,6,"IDX has clear rules: stocks trade in lots of 100 shares, and investor protection programs exist for listed securities.","IDX punya aturan jelas: saham diperdagangkan dalam lot 100 lembar, dan ada program perlindungan investor untuk efek yang tercatat.","IDX stands for Bursa Efek Indonesia, the Indonesia Stock Exchange. It is the regulated marketplace where stocks and other securities trade. On IDX, stocks are bought and sold in lots, and one standard lot is 100 shares. This means you cannot buy just one share of a listed company; you must buy at least one lot.

IDX trading follows a schedule on business days, usually Monday to Friday. There are also investor protection mechanisms, such as SIPF, the Securities Investor Protection Fund, which pro","IDX adalah singkatan dari Bursa Efek Indonesia, tempat saham dan efek lain diperdagangkan secara teregulasi. Di IDX, saham dibeli dan dijual dalam satuan lot, dan satu lot standar adalah 100 lembar saham. Artinya, kamu tidak bisa beli hanya satu lembar saham perusahaan tercatat; minimal harus beli satu lot.

Perdagangan IDX berlangsung di hari kerja, biasanya Senin sampai Jumat. Ada juga mekanisme perlindungan investor, seperti SIPF (Securities Investor Protection Fund), yang memberikan perlindu","Doni wants to buy shares of TLKM, Telkom Indonesia. He has Rp 1,000,000 and the stock price is Rp 3,800 per share. He thinks he can buy about 263 shares, but on IDX he must buy in lots of 100. He can buy either 100 shares for Rp 380,000 or 200 shares for Rp 760,000. He chooses one lot of 100 shares and keeps the rest in his tabungan.",,15,132,3,IDX-002: IDX Glossary of Capital Markets Terms (https://id.wikipedia.org/wiki/Pasar_modal) | IDX-005: IDX — Beginner Investment Guide (https://id.wikipedia.org/wiki/Investasi) | IDX-007: IDX Investor Protection — SIPF (https://en.wikipedia.org/wiki/Investor_protection) | GLB-007: A Random Walk Down Wall Street — Malkiel (null) | IDX-001: IDX Academy — Investor Education Portal (https://id.wikipedia.org/wiki/Investasi) | OJK-004: OJK Capital Markets Channel (https://ojk.go.id/id/kanal/pasar-modal) [PRIMARY],,2026-06-29T06:35:56.732989+00:00
33,reading-a-stock-page,Reading a Stock Page,Membaca Halaman Saham,Investing in Indonesia,stock_analysis,Reading a Stock Page,intermediate,true,65,6,"A stock summary shows the price range, closing price, trading volume, and total company value.","Ringkasan saham menunjukkan rentang harga, harga penutupan, volume perdagangan, dan nilai total perusahaan.","A stock page shows numbers that describe how a stock traded during the day. Open is the price at the start of trading. High is the highest price reached. Low is the lowest price reached. Close is the last price before the market closed. Volume is how many shares changed hands. Market capitalization, or market cap, is the total value of all the company's shares multiplied by the current price.

These numbers describe activity, not quality. A high volume means many people traded that day. A high p","Halaman saham menampilkan angka-angka yang menggambarkan bagaimana saham bertransaksi dalam sehari. Open adalah harga di awal perdagangan. High adalah harga tertinggi yang tercapai. Low adalah harga terendah yang tercapai. Close adalah harga terakhir sebelum pasar tutup. Volume adalah jumlah saham yang berpindah tangan. Market capitalization, atau kapitalisasi pasar, adalah nilai total seluruh saham perusahaan dikalikan harga saat ini.

Angka-angka ini menggambarkan aktivitas, bukan kualitas. Vo","Bayu looks at a simplified BBCA stock card from IDX. It shows open Rp 8,450, high Rp 8,620, low Rp 8,400, close Rp 8,550, and volume 45 million shares. Bayu sees that the price moved between Rp 8,400 and Rp 8,620 during the day and ended at Rp 8,550. The volume of 45 million tells him many people traded BBCA shares that day, but it does not tell him whether the price will rise tomorrow.",,2,4,2,IDX-003: IDX Statistics — Market Data & Historical Prices (https://id.wikipedia.org/wiki/Saham) | GLB-007: A Random Walk Down Wall Street — Malkiel (null) | OJK-004: OJK Capital Markets Channel (https://ojk.go.id/id/kanal/pasar-modal) [PRIMARY],,2026-07-16T13:12:52.990866+00:00
34,portfolio-thinking,Portfolio Thinking,Berpikir Portofolio,Investing in Indonesia,portfolio,Portfolio Thinking,intermediate,true,70,6,"A portfolio is the whole combination of your holdings, and its mix should match your goals.","Portofolio adalah gabungan seluruh kepemilikanmu, dan komposisinya harus sesuai dengan tujuanmu.","A portfolio is the combination of all the financial assets you own, such as cash, savings, reksa dana, and stocks. Portfolio thinking means looking at the whole picture instead of judging each item alone. A single stock may be risky, but a small amount of stock inside a larger portfolio can be reasonable.

The right mix depends on your goals and time horizon. Money you need soon should be in safer, easy-to-access places. Money you will not need for years can include more growth assets. As your g","Portofolio adalah gabungan dari semua aset keuangan yang kamu miliki, seperti tunai, tabungan, reksa dana, dan saham. Berpikir portofolio berarti melihat gambaran besar, bukan menilai satu-satu aset sendiri. Satu saham mungkin berisiko, tapi porsi kecil saham dalam portofolio yang lebih besar bisa masuk akal.

Komposisi yang tepat tergantung pada tujuan dan jangka waktumu. Uang yang segera dibutuhkan sebaiknya disimpan di tempat yang aman dan mudah diakses. Uang yang tidak dibutuhkan bertahun-ta","Rina has Rp 10,000,000 in total. She keeps Rp 3,000,000 in a bank tabungan for emergencies, Rp 4,000,000 in a money market reksa dana for a laptop she wants in one year, and Rp 3,000,000 in one stock she likes. This is her portfolio. The missing piece is diversification in the stock part. If her goal were building a pension fund or starting a business in 20–30 years, she might keep less in cash and spread the stock money across more companies or a reksa dana saham.",,2,4,2,IDX-001: IDX Academy — Investor Education Portal (https://id.wikipedia.org/wiki/Investasi) [PRIMARY] | GLB-007: A Random Walk Down Wall Street — Malkiel (null) | OJK-004: OJK Capital Markets Channel (https://ojk.go.id/id/kanal/pasar-modal),,2026-07-16T13:12:52.990866+00:00
35,taxes-on-returns,Taxes on Your Returns,Pajak atas Imbal Hasil,Investing in Indonesia,taxes,Taxes on Returns,advanced,true,65,6,"Investment gains may be taxed, so the return you keep can be lower than the headline number.","Keuntungan investasi bisa kena pajak, jadi imbal hasil yang kamu bawa pulang bisa lebih rendah dari angka yang tertera.","When you earn money from investments, the government may take a portion as tax. In Indonesia, different types of return can be taxed differently. For example, interest from deposits and dividends from stocks may both be subject to tax. The amount you actually keep after tax is called your net return, while the amount before tax is called your gross return.

Tax rules can change, and the details depend on your situation and the type of account. The key lesson is to compare investments using net r","Saat kamu menghasilkan uang dari investasi, pemerintah bisa mengambil sebagian sebagai pajak. Di Indonesia, jenis imbal hasil yang berbeda bisa kena pajak berbeda. Misalnya, bunga deposito dan dividen saham keduanya bisa kena pajak. Jumlah yang benar-benar kamu simpan setelah pajak disebut imbal hasil bersih, sedangkan jumlah sebelum pajak disebut imbal hasil kotor.

Aturan pajak bisa berubah, dan detailnya tergantung situasimu dan jenis rekeningnya. Pelajarannya, bandingkan investasi menggunaka","Doni earns Rp 500,000 in interest from a deposito and Rp 1,000,000 from a stock dividend during the year. His bank statement shows the gross amounts, but after tax he keeps less. When Doni compares two investments, he should look at the net amount he will actually receive, not just the headline rate advertised by the product.",,0,0,0,OJK-004: OJK Capital Markets Channel (https://ojk.go.id/id/kanal/pasar-modal) [PRIMARY] | GLB-005: I Will Teach You To Be Rich — Ramit Sethi (null) | OJK-001: National Strategy on Indonesian Financial Literacy (SNLKI) 2021-2025 (https://ojk.go.id/en/berita-dan-kegiatan/publikasi/Pages/National-Strategy-on-Indonesian-Financial-Literacy-(SNLKI)-2021---2025.aspx),,2026-07-16T13:12:52.990866+00:00
36,macro-indicators,Macro Indicators to Watch,Indikator Makro yang Perlu Diperhatikan,Investing in Indonesia,macro_indicators,Macro Indicators,advanced,true,65,6,"Big-picture signals like BI Rate, inflation, and exchange rates affect prices, interest, and your purchasing power.","Sinyal besar seperti BI Rate, inflasi, dan nilai tukar memengaruhi harga, bunga, dan daya belimu.","Macro indicators are large-scale signals that describe the health of the economy. Three important ones in Indonesia are the BI Rate, which is the central bank's benchmark interest rate; inflation, which measures how fast prices rise; and the exchange rate, which shows how much rupiah is needed to buy one US dollar (dolar AS) or other currency.

These indicators affect your money indirectly. When BI raises the BI Rate, bank deposit interest may rise, but borrowing becomes more expensive and stock","Indikator makro adalah sinyal skala besar yang menggambarkan kesehatan ekonomi. Tiga yang penting di Indonesia adalah BI Rate, yaitu suku bunga acuan Bank Indonesia; inflasi, yang mengukur seberapa cepat harga naik; dan nilai tukar, yang menunjukkan berapa rupiah dibutuhkan untuk membeli satu dolar AS atau mata uang lain.

Indikator ini memengaruhi uangmu secara tidak langsung. Saat BI menaikkan BI Rate, bunga deposito bank bisa naik, tapi meminjam jadi lebih mahal dan harga saham bisa lebih vol","When Bank Indonesia raises the BI Rate, the interest on Doni's Rp 10,000,000 deposito might increase from 3% to 4%. At the same time, his friend who wants to buy a new laptop imported from abroad for Rp 12,000,000 notices the price goes up because the rupiah weakened against the US dollar (dolar AS). Doni benefits slightly from higher deposit interest, but his friend pays more for the same gadget.",,2,4,2,BI-002: Bank Indonesia — BI Rate (https://id.wikipedia.org/wiki/Suku_bunga) [PRIMARY] | GLB-007: A Random Walk Down Wall Street — Malkiel (null) | OJK-001: National Strategy on Indonesian Financial Literacy (SNLKI) 2021-2025 (https://ojk.go.id/en/berita-dan-kegiatan/publikasi/Pages/National-Strategy-on-Indonesian-Financial-Literacy-(SNLKI)-2021---2025.aspx),,2026-07-16T13:12:52.990866+00:00
37,what-is-cryptocurrency,What is Cryptocurrency?,Apa Itu Mata Uang Kripto?,Cryptocurrency 101,cryptocurrency,Cryptocurrency,beginner,true,55,6,"Cryptocurrency is a digital asset that runs on a shared computer network called blockchain. Bitcoin and Ethereum are the best known, but none of them are official money in Indonesia.",,"Cryptocurrency is digital money that exists only as records on a network called blockchain. A blockchain is a public ledger shared across thousands of computers around the world. Because many computers keep copies, it is very hard for one person to change the records alone. Bitcoin, created in 2009, was the first cryptocurrency. People often compare it to ""digital gold"" because its supply is limited and its price is driven by demand. Ethereum, launched in 2015, added smart contracts — small prog",,"Rina sees Bitcoin priced at around Rp 700,000,000 per BTC on the news. She learns that one Bitcoin can be divided into very small units, so someone with Rp 500,000 can still buy a tiny fraction. She also learns that Bitcoin is not a company share, not a bank deposit, and not insured by LPS. Its price can move 10% or more in a single day. Rina decides to first learn how blockchain works before putting any money in.",,3,8,0,BAPPEBTI-001: Bappebti — Cek Legalitas Pelaku Usaha Perdagangan Berjangka Komoditi (https://ceklegalitas.bappebti.go.id/) [PRIMARY],,2026-07-24T12:03:28.149254+00:00
38,crypto-risks-scams-indonesia,Crypto Risks and Scams in Indonesia,Risiko dan Penipuan Kripto di Indonesia,Cryptocurrency 101,cryptocurrency,Cryptocurrency,beginner,true,60,7,"Crypto prices can swing wildly, and scammers use fake tokens, rug pulls, and celebrity endorsements to steal money from young Indonesians.",,"The first risk of crypto is volatility. It is normal for a cryptocurrency to rise or fall 20% in a single day. That means someone who invests Rp 5,000,000 can see it become Rp 4,000,000 — or Rp 6,000,000 — within 24 hours. This is not a bug; it is how the market works. For someone with no emergency fund or stable income, this volatility can cause panic and poor decisions.

The second risk is scams. A *rug pull* happens when developers create a new coin, attract buyers, then disappear with the mo",,"Bayu joins a Telegram group where admins promise ""MoonCoin"" will rise 10 times in a week. They show screenshots of profits and say the offer is only for the first 100 people. Bayu transfers Rp 2,000,000 to a personal account. Three days later, the group is deleted, the website is gone, and the price collapses from Rp 1,000 to Rp 10. Bayu loses almost everything.",,3,8,0,BAPPEBTI-001: Bappebti — Cek Legalitas Pelaku Usaha Perdagangan Berjangka Komoditi (https://ceklegalitas.bappebti.go.id/) [PRIMARY],,2026-07-24T12:03:28.149254+00:00
39,how-to-buy-crypto-safely,How to Buy Crypto Safely,Cara Membeli Kripto dengan Aman,Cryptocurrency 101,cryptocurrency,Cryptocurrency,beginner,true,55,6,"If you decide to buy crypto, use a Bappebti-registered exchange, avoid P2P strangers, protect your wallet, and remember that taxes may apply.",,"The safest way to buy crypto in Indonesia is through a Bappebti-registered exchange. These platforms must follow know-your-customer (KYC) rules, keep records, and separate customer assets from company funds. Well-known Indonesian platforms that have stated they are Bappebti-registered include Tokocrypto, Indodax, Pintu, and Reku, but you should always check the latest list on the Bappebti website before depositing money.

Avoid peer-to-peer (P2P) deals with strangers on WhatsApp, Telegram, or In",,"Dina wants to learn about crypto with Rp 1,000,000. She opens an account on a Bappebti-registered exchange, uploads her KTP for KYC, and deposits from her BCA savings account. She buys a small fraction of Bitcoin and records the date and price. She does not answer WhatsApp messages offering a ""cheaper rate"" and does not keep all her crypto on the exchange long-term.",,3,8,0,BAPPEBTI-001: Bappebti — Cek Legalitas Pelaku Usaha Perdagangan Berjangka Komoditi (https://ceklegalitas.bappebti.go.id/) [PRIMARY],,2026-07-24T12:03:28.149254+00:00
40,crypto-vs-investing-vs-gambling,Crypto vs Investing vs Gambling,Kripto vs Investasi vs Judi,Cryptocurrency 101,cryptocurrency,Cryptocurrency,beginner,true,60,7,"Buying crypto to flip it quickly is mostly speculation, not investing. Investing builds wealth through productive assets; gambling is entertainment that usually loses money.",,"Investing means buying something that is expected to produce income or grow because of real economic activity. For example, a reksa dana owns stocks and bonds that earn profits and interest. A deposito earns interest because the bank lends the money to businesses and homeowners. Over years, these productive assets can build wealth slowly.

Speculation means buying something mainly because you hope the price will rise quickly. Buying a new crypto token because you expect it to ""moon"" next week is",,"Andi has Rp 5,000,000. Option A is a reksa dana campuran that invests in Indonesian companies and government bonds. Option B is a trending crypto coin he saw on TikTok, hoping it doubles in a week. Option C is an online gambling site. Andi classifies A as investing because it owns productive assets, B as speculation because it depends on price timing, and C as gambling because the odds favor the house. He chooses A because he is still building his emergency fund and does not understand B well en",,3,8,0,BAPPEBTI-001: Bappebti — Cek Legalitas Pelaku Usaha Perdagangan Berjangka Komoditi (https://ceklegalitas.bappebti.go.id/) [PRIMARY],,2026-07-24T12:03:28.149254+00:00
45,loss-aversion-101,Loss Aversion & FOMO,Aversi Rugi & FOMO,Money Life Skills,behavioral_finance,Behavioral Finance,intermediate,false,75,8,"Kenapa kerugian terasa lebih sakit dari keuntungan, dan bagaimana FOMO membuat kita berinvestasi tanpa rencana.",,Aversi rugi (loss aversion) berarti rasa sakit dari kehilangan uang biasanya lebih kuat dua kali lipat dari rasa senang mendapatkan keuntungan. FOMO (Fear Of Missing Out) mendorong kita membeli aset hanya karena semua orang membicarakannya. Kombinasi keduanya sering membuat investor muda Indonesia jual saham bagus saat turun dan beli saham hype saat naik. Solusinya: buat aturan investasi sebelum emosi muncul.,,"Rina membeli saham BBRI seharga Rp 4.200. Beberapa minggu kemudian harganya turun ke Rp 3.900. Perasaannya seperti ""rugi banyak"", padahal baru turun 7%. Di saat yang sama, teman-temannya ramai membeli saham teknologi yang baru viral di media sosial. Rina khawatir ketinggalan (FOMO), lalu menjual BBRI dan membeli saham tersebut tanpa riset. Seminggu kemudian saham teknologi itu turun 20%, sementara BBRI kembali naik. Rina belajar bahwa emosi bisa lebih mahal dari biaya transaksi.",,0,0,0,OJK-001: National Strategy on Indonesian Financial Literacy (SNLKI) 2021-2025 (https://ojk.go.id/en/berita-dan-kegiatan/publikasi/Pages/National-Strategy-on-Indonesian-Financial-Literacy-(SNLKI)-2021---2025.aspx) [PRIMARY] | OJK-004: OJK Capital Markets Channel (https://ojk.go.id/id/kanal/pasar-modal),,2026-07-03T05:39:36.074028+00:00
46,confidence-101,Confidence & Risk Tolerance,Kepercayaan Diri & Toleransi Risiko,Money Life Skills,behavioral_finance,Behavioral Finance,intermediate,false,75,8,"Beda orang, beda toleransi risiko. Jangan memaksakan strategi orang lain ke diri sendiri.",,"Toleransi risiko adalah seberapa besar fluktuasi harga yang bisa kamu terima tanpa panik. Faktor-faktornya antara lain umur, penghasilan stabil, tujuan keuangan, dan horizon waktu. Overconfidence, atau terlalu percaya diri, sering membuat investor muda overtrading dan meremehkan risiko. Pilih instrumen yang sesuai dengan profilmu, bukan dengan gaya hidup influencer.",,"Siti, mahasiswa semester 2 dengan uang saku Rp 1.500.000 per bulan, punya horizon investasi 10 tahun ke depan. Ia bisa mempertimbangkan portofolio agak agresif dengan campuran saham dan reksa dana. Pak Tono, pensiunan yang bergantung pada tabungan, lebih baik memilih instrumen stabil seperti deposito dan obligasi pemerintah. Jika Siti meniru portofolio konservatif Pak Tono, ia kehilangan potensi pertumbuhan jangka panjang. Jika Pak Tono meniru strategi agresif Siti, ia bisa stres saat pasar turu",,10,11,1,BI-002: Bank Indonesia — BI Rate (https://id.wikipedia.org/wiki/Suku_bunga) | OJK-004: OJK Capital Markets Channel (https://ojk.go.id/id/kanal/pasar-modal) [PRIMARY],,2026-07-03T05:39:36.074028+00:00
47,volatility-101,Volatility & Emotional Control,Volatilitas & Pengendalian Emosi,Money Life Skills,behavioral_finance,Behavioral Finance,intermediate,false,75,8,Volatilitas adalah naik turun harga normal; yang penting adalah mengendalikan reaksi emosional.,,"Volatilitas mengukur seberapa besar harga aset berfluktuasi dalam periode tertentu. Saham seperti BBCA atau GOTO bisa naik turun beberapa persen dalam seminggu. Volatilitas itu normal, terutama di pasar saham. Risiko sesungguhnya bagi investor jangka panjang sering kali bukan volatilitas, melainkan reaksi emosional yang membuat kita jual di bawah harga wajar atau beli di puncak euforia.",,"Dimas membeli saham BBCA di harga Rp 8.500. Dalam seminggu, harganya turun ke Rp 8.200 dan naik lagi ke Rp 8.700. Jika Dimas panik setiap kali cek aplikasi dan menjual saat turun, ia bisa merugi meskipun fundamental perusahaan tidak berubah. Sebaliknya, investor yang memiliki rencana dan batasan ""cek harga seminggu sekali"" lebih jarang membuat keputusan emosional.",,10,11,1,IDX-007: IDX Investor Protection — SIPF (https://en.wikipedia.org/wiki/Investor_protection) [PRIMARY] | BI-002: Bank Indonesia — BI Rate (https://id.wikipedia.org/wiki/Suku_bunga),,2026-07-03T05:39:36.074028+00:00
48,inflation-advanced,Advanced Inflation: Phillips curve,Inflation Lanjutan: kurva Phillips,Money Basics,inflation,Inflation,advanced,false,100,10,Deep dive into advanced inflation concepts for experienced learners.,,"This lesson explores Phillips curve and Taylor rule at an advanced level, connecting theory to Indonesian market practice.",,"Indonesia's debt-to-GDP is 41%. If BI monetizes 10% of new issuance, model the inflation risk over 5 years.",,0,0,0,,inflation-101,2026-07-14T14:21:14.796172+00:00
49,budgeting-advanced,Advanced Budgeting: capital budgeting,Budgeting Lanjutan: anggaran modal,Money Life Skills,budgeting,Budgeting,advanced,false,100,10,Deep dive into advanced budgeting concepts for experienced learners.,,"This lesson explores capital budgeting and NPV vs IRR in personal finance at an advanced level, connecting theory to Indonesian market practice.",,"A 30-year-old professional must choose: MBA (Rp 500M cost, +30% salary) vs invest in property. Model NPV.",,0,0,0,,budgeting-101,2026-07-14T14:21:14.796177+00:00
50,risk_return-advanced,Advanced Risk & Return: Black-Scholes intuition,Risk & Return Lanjutan: Black-Scholes,Grow Your Money,risk_return,Risk & Return,advanced,false,100,10,Deep dive into advanced risk & return concepts for experienced learners.,,"This lesson explores Black-Scholes intuition and Value at Risk (VaR) at an advanced level, connecting theory to Indonesian market practice.",,A fund has daily returns with mean 0.05% and std dev 1.2%. Calculate 95% 1-day VaR for Rp 1B portfolio.,,0,0,0,,risk-return-101,2026-07-14T14:21:14.796181+00:00
51,idx_basics-advanced,Advanced IDX Basics: market microstructure,IDX Basics Lanjutan: mikrostruktur pasar,Investing in Indonesia,idx_basics,IDX Basics,advanced,false,100,10,Deep dive into advanced idx basics concepts for experienced learners.,,"This lesson explores market microstructure and bid-ask spread analysis at an advanced level, connecting theory to Indonesian market practice.",,Analyze how tick size reduction (from Rp 25 to Rp 1 for stocks <Rp 200) affected liquidity and bid-ask spreads.,,0,0,0,,idx-basics-101,2026-07-14T14:21:14.796186+00:00
52,behavioral_finance-advanced,Advanced Behavioral Finance: bounded rationality,Behavioral Finance Lanjutan: rasionalitas terbatas,Money Life Skills,behavioral_finance,Behavioral Finance,advanced,false,100,10,Deep dive into advanced behavioral finance concepts for experienced learners.,,"This lesson explores bounded rationality and adaptive markets hypothesis at an advanced level, connecting theory to Indonesian market practice.",,The adaptive markets hypothesis suggests market efficiency varies with ecological conditions. Apply this to IDX during crisis vs boom.,,0,0,0,,volatility-101,2026-07-14T14:21:14.79619+00:00
101,fz-what-is-money,What Is Money? (Foundation 0),Apa Itu Uang? (Foundation 0),Money Basics,foundation_zero,Foundation 0,beginner,true,25,2,"Money is a tool that makes trade, saving, and planning possible.","Uang adalah alat yang membuat perdagangan, menabung, dan perencanaan jadi mungkin.","Money is anything people commonly accept as payment for goods and services. In daily life, money plays three roles. First, it is a medium of exchange: instead of swapping your mie ayam for a phone charger directly, you use rupiah. Second, it is a store of value: money lets you save today and spend tomorrow. Third, it is a unit of account: it gives everything a price tag so you can compare values quickly.","Uang adalah apa saja yang umum diterima orang sebagai pembayaran barang dan jasa. Dalam kehidupan sehari-hari, uang punya tiga peran. Pertama, sebagai alat tukar: alih-alih menukar mie ayammu langsung dengan charger ponsel, kamu pakai rupiah. Kedua, sebagai penyimpan nilai: uang memungkinkanmu menabung hari ini dan berbelanja besok. Ketiga, sebagai satuan hitung: uang memberi harga pada semua barang sehingga kamu bisa membandingkan nilai dengan cepat.",Budi wants to buy a Rp 15.000 notebook. He does not need to trade his lunch for it; he hands over a Rp 20.000 note and receives Rp 5.000 back. The seller accepts rupiah because everyone agrees it has value. That agreement is what makes money work.,,3,5,0,OJK-003: OJK Publications Portal (https://ojk.go.id/id/berita-dan-kegiatan/publikasi) [PRIMARY],,2026-07-16T14:21:23.898022+00:00
